title,city,model_year,mileage,fuel_type,engine_size,transmission,feature_lst,price,update,image
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2023,10 km,Petrol,1800 cc,Automatic,Not Featured,PKR 83.5 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/7989/tn_toyota-corolla-xli-vvti-2016-79896827.webp
Toyota Corolla 1979 for Sale,Peshawar,1979,"200,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 5.3 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/7993/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2021-79931945.webp
Toyota Corolla 2009 2.0D for Sale,Karachi,2009,"155,000 km",Diesel,2000 cc,Manual,Not Featured,Call,Updated 2 days ago,https://cache3.pakwheels.com/ad_pictures/8063/tn_toyota-corolla-altis-1-6-automatic-2022-80636452.webp
Toyota Corolla 2022 Altis Automatic 1.6 for Sale,Karachi,2022,"1,614 km",Petrol,1600 cc,Automatic,Not Featured,PKR 50 lacs,Updated 2 days ago,https://cache4.pakwheels.com/ad_pictures/7987/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2023-79871436.webp
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,Karachi,2021,"19,800 km",Petrol,1798 cc,Automatic,Not Featured,PKR 66 lacs,Updated 2 days ago,https://cache4.pakwheels.com/ad_pictures/7847/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2020-78471774.webp
Toyota Corolla 2014 GLi 1.3 VVTi for Sale,Fateh Jang,2014,"192,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 33.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi Automatic Limited Edition 1.6 VVTi for Sale,Lahore,2013,"98,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 26.85 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2003 SE Saloon Automatic for Sale,Karachi,2003,"99,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 13.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Lahore,2022,10 km,Petrol,1600 cc,Automatic,Not Featured,PKR 62.25 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2006 2.0D for Sale,Islamabad,2006,"120,002 km",Diesel,2000 cc,Manual,FEATURED,PKR 26.5 lacs,Updated 21 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 XLi VVTi for Sale,Peshawar,2016,"109,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 33 lacs,Updated 21 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Karachi,2021,"53,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 65 lacs,Updated 21 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Automatic 1.6 for Sale,Peshawar,2022,"6,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 68 lacs,Updated 21 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Rawalpindi,2023,70 km,Petrol,1800 cc,Automatic,FEATURED,Call,Updated 22 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2020,"41,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 62.5 lacs,Updated 22 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Automatic 1.6 for Sale,Lahore,2022,"2,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 62.5 lacs,Updated 22 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Islamabad,2019,"46,500 km",Petrol,1300 cc,Automatic,Not Featured,PKR 45.25 lacs,Updated 22 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Karachi,2023,41 km,Petrol,1799 cc,Automatic,Not Featured,PKR 80 lacs,Updated 22 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Multan,2023,1 km,Petrol,1800 cc,Automatic,FEATURED,PKR 81.25 lacs,Updated 22 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Peshawar,2018,"69,000 km",Petrol,1300 cc,Automatic,FEATURED,PKR 43.75 lacs,Updated 23 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Karachi,2022,"2,700 km",Petrol,1800 cc,Automatic,FEATURED,PKR 74.5 lacs,Updated 23 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 GLi 1.3 VVTi for Sale,Karachi,2009,"86,450 km",Petrol,1300 cc,Manual,FEATURED,PKR 16.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Karachi,2022,"9,500 km",Petrol,1598 cc,Automatic,FEATURED,PKR 59 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2003 X 1.5 for Sale,Quetta,2003,1 km,Petrol,1500 cc,Automatic,FEATURED,PKR 19 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2006 for Sale,Peshawar,2006,123 km,Petrol,1500 cc,Automatic,Not Featured,PKR 22.7 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Indus 1998 XE Limited for Sale,Rawalpindi,1998,"10,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 12 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Dinga,2017,"113,651 km",Petrol,1300 cc,Manual,Not Featured,PKR 41.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi 1.3 VVTi for Sale,Rajanpur,2015,"73,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 30 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,Lahore,2017,"100,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 33.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Fielder 2018 X for Sale,Rawalpindi,2018,"84,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 60 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Fielder 2018 X for Sale,Rawalpindi,2018,"39,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 60 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Gujrat,2011,150 km,Petrol,1300 cc,Manual,Not Featured,PKR 21.25 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 XLi VVTi for Sale,Islamabad,2014,"180,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Sargodha,2017,"85,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 35.45 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Risalpur,2018,"82,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 43.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2007 XLi for Sale,Gujranwala,2007,"150,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 13.7 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 XLi VVTi for Sale,Chaklala,2009,"180,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 18.2 lacs,Updated 2 days ago,https://cache3.pakwheels.com/ad_pictures/7872/tn_toyota-corolla-1-6-2011-78721501.webp
Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,Islamabad,2017,"78,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 38.25 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/7977/tn_toyota-corolla-altis-1-6-x-cvt-i-special-edition-2022-79777310.webp
Toyota Corolla 2021 Altis X Automatic 1.6 Special Edition for Sale,Lahore,2021,"30,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 65.5 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/7970/tn_toyota-corolla-gli-vvti-2010-79707260.webp
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Lahore,2013,"105,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/7851/tn_toyota-corolla-cross-low-grade-2-2022-78510022.webp
Toyota Corolla 2018 XLi VVTi for Sale,Lahore,2018,"46,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 37 lacs,Updated 2 days ago,https://cache2.pakwheels.com/ad_pictures/7976/tn_toyota-corolla-altis-1-6-automatic-2020-79765996.webp
Toyota Corolla 2016 XLi VVTi for Sale,Faisalabad,2016,"110,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 26.8 lacs,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/7973/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2021-79730936.webp
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Sargodha,2012,"93,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2008 2.0D for Sale,Peshawar,2008,"245,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 15.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 XLi VVTi for Sale,Pindi gheb,2015,"126,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 33.6 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Karachi,2018,"30,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 41.25 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 Altis 1.6 for Sale,Lahore,2011,"106,249 km",Petrol,1600 cc,Manual,FEATURED,PKR 26.5 lacs,Updated 23 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2022,"8,250 km",Petrol,1600 cc,Automatic,Not Featured,PKR 64.5 lacs,Updated 23 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 GLi 1.3 VVTi for Sale,Peshawar,2010,"181,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated 23 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Cross 2022 Low Grade for Sale,Islamabad,2022,29 km,Hybrid,1800 cc,Automatic,Not Featured,Call,Updated 23 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 Altis Automatic 1.6 for Sale,Lahore,2020,"31,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 54 lacs,Updated 24 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2021,"12,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 67.5 lacs,Updated 24 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Peshawar,2016,"85,000 km",Petrol,1300 cc,Automatic,FEATURED,PKR 38 lacs,Updated 24 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Lahore,2023,35 km,Petrol,1598 cc,Automatic,Not Featured,PKR 64.8 lacs,Updated 24 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Hatchback 2018 Sports for Sale,Lahore,2018,"34,000 km",Hybrid,1800 cc,Automatic,FEATURED,PKR 75 lacs,Updated 24 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis 1.6 X CVT-i for Sale,Faisalabad,2021,500 km,Petrol,1600 cc,Automatic,FEATURED,PKR 62.5 lacs,Updated 24 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi Automatic 1.6 VVTi for Sale,Islamabad,2012,"110,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 27.5 lacs,Updated 25 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis X Automatic 1.6 Special Edition for Sale,Karachi,2023,900 km,Petrol,1600 cc,Automatic,Not Featured,Call,Updated 26 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i for Sale,Peshawar,2022,"20,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 62 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Sialkot,2012,"184,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 25.9 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi Limited Edition 1.3 VVTi for Sale,Multan,2013,"267,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 23.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Faisalabad,2011,"175,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 22.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 XLi Automatic for Sale,Karachi,2018,"66,000 km",Petrol,1300 cc,Automatic,FEATURED,PKR 36 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Peshawar,2021,"21,000 km",Petrol,1799 cc,Automatic,FEATURED,PKR 70 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Gujrat,2019,"36,500 km",Petrol,1300 cc,Automatic,FEATURED,PKR 46.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Gujrat,2012,"5,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Sialkot,2012,"55,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 28.75 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i Special Edition for Sale,Lahore,2023,35 km,Petrol,1600 cc,Automatic,Not Featured,PKR 75 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 XLi VVTi for Sale,Faisalabad,2018,"62,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 36.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Sargodha,2015,"90,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 36.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Narowal,2019,"80,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 55.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 Altis Grande CVT-i 1.8 for Sale,Islamabad,2017,"70,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 48 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 Altis SR 1.8 for Sale,Islamabad,2010,"78,000 km",Petrol,1800 cc,Manual,Not Featured,PKR 30 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 Special Edition for Sale,Sialkot,2021,"13,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 65.7 lacs,Updated 2 days ago,https://cache4.pakwheels.com/ad_pictures/7969/tn_toyota-corolla-gli-vvti-automatic-2015-79690768.webp
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"38,000 km",Petrol,1598 cc,Automatic,Not Featured,PKR 53.6 lacs,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/7915/tn_toyota-corolla-altis-1-6-automatic-2016-79153676.webp
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Karachi,2015,"90,000 km",Petrol,0.0 kWh,Automatic,Not Featured,PKR 32.5 lacs,Updated 2 days ago,https://cache3.pakwheels.com/ad_pictures/7966/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2022-79666273.webp
Toyota Corolla 2013 XLi VVTi for Sale,Islamabad,2013,"135,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 24 lacs,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/7966/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2023-79665899.webp
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Faisalabad,2018,"39,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 47.95 lacs,Updated 2 days ago,https://cache3.pakwheels.com/ad_pictures/7945/tn_toyota-corolla-altis-1-6-x-cvt-i-2022-79452951.webp
Toyota Corolla 2020 GLi Automatic 1.3 VVTi for Sale,Sargodha,2020,"17,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 47.9 lacs,Updated 2 days ago,https://cache1.pakwheels.com/ad_pictures/7964/tn_toyota-corolla-gli-vvti-2017-79641908.webp
Toyota Corolla 1999 GLi 1.6 for Sale,Haripur,1999,"200,000 km",Petrol,1600 cc,Manual,Not Featured,PKR 9.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Axio 2007 X 1.5 for Sale,Peshawar,2007,"206,800 km",Petrol,1500 cc,Automatic,Not Featured,PKR 27.1 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Karachi,2016,"34,205 km",Petrol,1300 cc,Manual,Not Featured,PKR 33.8 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Rawalpindi,2013,"146,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 26.7 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Peshawar,2015,"110,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 36 lacs,Updated 26 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 Altis Automatic 1.6 for Sale,Karachi,2016,"83,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 33.5 lacs,Updated 26 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Multan,2022,"10,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 78 lacs,Updated 26 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Multan,2023,11 km,Petrol,1800 cc,Automatic,Not Featured,PKR 84 lacs,Updated 26 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i for Sale,Karachi,2022,50 km,Petrol,1600 cc,Automatic,Not Featured,Call,Updated 26 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Karachi,2017,"66,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 28.5 lacs,Updated 27 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Automatic 1.6 for Sale,Karachi,2021,"23,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 55 lacs,Updated 27 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,Lahore,2019,"51,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 62 lacs,Updated 27 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Rawalpindi,2021,"26,456 km",Petrol,1800 cc,Automatic,FEATURED,Call,Updated 28 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Islamabad,2023,10 km,Petrol,1800 cc,Automatic,FEATURED,Call,Updated 28 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Islamabad,2023,10 km,Petrol,1600 cc,Automatic,FEATURED,Call,Updated 28 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Islamabad,2011,"196,117 km",Petrol,1300 cc,Manual,Not Featured,PKR 24 lacs,Updated about 1 month ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2007 Altis Automatic 1.8 for Sale,Peshawar,2007,"217,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 19 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1995 XE for Sale,Islamabad,1995,"335,000 km",Petrol,0.0 kWh,Manual,FEATURED,PKR 13.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Indus 2000 XE-G for Sale,Islamabad,2000,221 km,Petrol,1300 cc,Manual,FEATURED,PKR 13.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 for Sale,Peshawar,2018,"121,000 km",Hybrid,1500 cc,Automatic,Not Featured,PKR 62 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2003 SE Saloon Automatic for Sale,Peshawar,2003,"163,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 15.5 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi Automatic 1.6 VVTi for Sale,Peshawar,2011,"114,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 34 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Gujrat,2022,"19,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 75 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2022,"14,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 66 lacs,Updated 2 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
